LONG_EAST,LAT_NORTH,TOPOGRAPHY,MOLA_RANGE,PLANET_RAD,C,A,EMPHEMERIS_TIME,UTC,ORBIT
116.56501,1.30103,-1165.54861,395023.23071,3386187.04060,1.10882,0.01486,10353380.81730,2000-04-30T08:16:17.846,15015.48124
116.57501,0.72709,-1141.63429,394747.09624,3386248.00535,1.11077,0.01477,10361940.73579,2000-04-30T10:38:55.989,15020.53536
116.58501,0.82985,-1145.77722,394817.48732,3386231.76312,1.10575,0.01519,10278844.29609,2000-04-29T11:33:58.987,15002.25030
116.59502,1.35763,-1154.30351,395040.53958,3386195.01076,1.11304,0.01571,10394247.15253,2000-04-30T19:37:22.473,15024.60706
116.60502,0.40903,-1117.66920,394645.52881,3386241.70956,1.11350,0.01541,10353729.53953,2000-04-30T08:22:05.722,15019.00935
116.61501,1.01299,-1150.36678,394862.75748,3386241.41293,1.11361,0.01639,10333768.19002,2000-04-30T02:49:26.174,15008.19235
116.62500,0.81030,-1143.75930,394838.56784,3386209.85178,1.12263,0.01642,10396072.29279,2000-04-30T20:07:45.261,15026.58369
116.63500,1.04444,-1149.79047,394887.44254,3386214.56657,1.12049,0.01582,10408811.13351,2000-04-30T23:40:10.977,15023.48081
116.64499,0.94134,-1140.57103,394824.48536,3386248.45902,1.12162,0.01586,10401820.50573,2000-04-30T21:43:44.645,15023.15231
116.65498,0.74359,-1137.41182,394789.29081,3386215.12519,1.12205,0.01583,10234161.49344,2000-04-28T23:09:18.668,14999.10400
116.66499,0.98986,-1147.18382,394863.35719,3386244.08534,1.12658,0.01514,10459801.57643,2000-05-01T13:49:58.744,15033.33385
116.67500,1.13559,-1145.21150,394959.24099,3386200.14150,1.12482,0.01600,10361023.35406,2000-04-30T10:23:41.154,15020.59678
116.68500,0.71856,-1131.31733,394764.80935,3386225.40993,1.11725,0.01510,10383942.61392,2000-04-30T16:45:38.462,15015.88850
116.69499,0.94536,-1140.63108,394878.70858,3386211.23286,1.11516,0.01696,10286707.96462,2000-04-29T13:45:06.778,15005.21402
116.70500,0.81803,-1139.13404,394793.05969,3386228.72245,1.10841,0.01848,10253241.64107,2000-04-29T04:27:19.227,14998.72264
116.71501,0.71740,-1139.63053,394788.50337,3386216.02816,1.11427,0.01873,10349571.17258,2000-04-30T07:12:50.901,15017.77333
116.72500,1.09256,-1150.82068,394943.27212,3386208.74120,1.11291,0.01659,10340462.73735,2000-04-30T04:41:06.009,15011.35327
116.73085,0.90714,-1147.96944,394869.76591,3386207.13274,1.10964,0.01984,10672445.83739,2000-05-04T00:54:04.723,15068.85799
143.32581,0.32709,-793.43165,395143.78640,3386264.49868,1.13474,0.01346,10186320.42883,2000-04-28T09:51:44.091,15001.04494
143.33499,0.38003,-791.41515,395198.45081,3386219.56605,1.12823,0.01425,10258423.66424,2000-04-29T05:53:36.351,15009.70566
143.34498,0.37127,-785.91009,395155.25740,3386273.30365,1.13089,0.01343,10216844.30866,2000-04-28T18:20:37.174,15002.26547
143.35500,0.58575,-802.12912,395288.94163,3386232.23599,1.12962,0.01358,10299057.32768,2000-04-29T17:10:45.789,15014.63599
143.36499,0.73344,-801.06585,395293.81329,3386287.23103,1.13444,0.01296,10399132.78429,2000-04-30T20:58:44.296,15027.52558
143.37500,0.48813,-798.59126,395187.13989,3386273.91129,1.13397,0.01340,10335154.31473,2000-04-30T03:12:24.033,15021.71195
143.38501,0.54475,-803.11957,395261.67281,3386234.31618,1.13659,0.01376,10291783.16181,2000-04-29T15:09:33.154,15010.57466
143.39500,0.47895,-803.22319,395183.82447,3386274.93322,1.12988,0.01366,10307524.42087,2000-04-29T19:31:49.930,15019.78238
143.40499,0.83202,-811.02228,395370.36646,3386225.00034,1.13286,0.01391,10378314.02905,2000-04-30T15:11:49.107,15024.55318
143.41501,0.44351,-795.63775,395161.96393,3386289.17173,1.13787,0.01326,10369120.05012,2000-04-30T12:38:26.580,15022.22366
143.42500,0.59480,-799.27199,395213.20640,3386265.33837,1.13056,0.01343,10380469.99596,2000-04-30T15:47:35.884,15028.47587
143.43501,0.50994,-802.23854,395213.61816,3386257.02531,1.12942,0.01304,10439240.05987,2000-05-01T08:07:16.505,15038.98340
143.44501,0.59877,-808.18557,395233.40339,3386268.63772,1.13370,0.01398,10294959.98884,2000-04-29T16:02:28.026,15012.76129
143.45500,0.70439,-804.63735,395324.10493,3386237.61064,1.13209,0.01339,10356252.82842,2000-04-30T09:04:01.913,15021.78709
143.46500,0.70817,-805.30110,395287.41381,3386254.81580,1.13426,0.01264,10344562.91106,2000-04-30T05:49:13.850,15026.31866
143.47501,0.66041,-800.29910,395260.19859,3386264.65345,1.13179,0.01351,10358403.25863,2000-04-30T09:39:50.681,15021.58381
143.48501,0.32411,-785.54586,395103.02928,3386295.85078,1.13097,0.01389,10413990.08120,2000-05-01T01:06:24.734,15032.86837
143.49500,0.75727,-796.47793,395263.02364,3386293.29587,1.13363,0.01391,10342505.47525,2000-04-30T05:14:50.341,15022.10576
143.50499,0.53538,-780.91400,395177.31499,3386290.09912,1.13103,0.01382,10439741.12763,2000-05-01T08:15:30.725,15036.99363
143.51498,0.38072,-777.79450,395110.13762,3386293.55145,1.12694,0.01240,10324423.32341,2000-04-30T00:13:32.227,15017.97833
143.52499,0.72558,-797.42457,395267.02457,3386275.06353,1.13140,0.01573,10452680.75500,2000-05-01T11:51:14.216,15037.01471
143.53500,0.66378,-800.14025,395258.63104,3386268.70643,1.14005,0.01686,10337836.28438,2000-04-30T03:56:59.334,15024.67449
143.54499,0.52850,-792.41246,395187.82319,3386280.52532,1.13854,0.01589,10367433.33682,2000-04-30T12:10:25.435,15027.54886
143.55497,0.62108,-797.64060,395268.54204,3386245.62236,1.13617,0.01507,10381730.31422,2000-04-30T16:08:42.109,15025.84366
143.56500,0.81857,-812.15705,395289.42669,3386284.71468,1.14266,0.01535,10313329.21374,2000-04-29T21:08:48.643,15017.17547
143.57499,0.55873,-790.44024,395200.70349,3386277.08990,1.13160,0.01575,10328529.73220,2000-04-30T01:21:51.936,15019.42632
143.58498,0.55876,-786.39274,395154.75228,3386273.64301,1.13288,0.01746,10232053.64550,2000-04-28T22:34:02.155,15009.07882
143.59500,0.82880,-796.47965,395308.33736,3386257.48402,1.13698,0.01649,10394698.36601,2000-04-30T19:44:57.594,15024.93554
143.60501,0.06743,-771.76837,394985.40912,3386302.48792,1.13998,0.01539,10325912.26518,2000-04-30T00:38:11.566,15021.56714
143.61499,0.56344,-796.49397,395162.77982,3386277.87765,1.14198,0.01463,10278273.20902,2000-04-29T11:24:22.551,15015.05839
143.62500,0.73702,-799.46935,395266.23080,3386264.11766,1.13976,0.01468,10344562.35219,2000-04-30T05:49:11.751,15023.47444
143.63499,0.49729,-782.52389,395138.90132,3386289.18914,1.13612,0.01410,10354357.77250,2000-04-30T08:32:34.743,15019.66735
143.64499,0.43595,-776.76261,395096.52054,3386295.66045,1.13183,0.01535,10353443.45113,2000-04-30T08:17:18.212,15025.24041
143.65501,0.59447,-782.37286,395195.23418,3386255.82890,1.13201,0.01691,10359632.47828,2000-04-30T10:00:20.279,15026.00505
143.66503,0.45657,-778.00785,395129.35984,3386276.38998,1.13362,0.01711,10325159.28035,2000-04-30T00:25:47.260,15015.13742
143.67500,0.44590,-781.22535,395091.99003,3386332.59654,1.12886,0.01691,10400659.84595,2000-04-30T21:24:10.976,15028.78466
143.68501,0.58303,-782.79896,395150.12428,3386273.38446,1.12833,0.01631,10399253.16054,2000-04-30T21:00:46.831,15030.58397
143.69501,0.39871,-772.75948,395065.33881,3386329.57866,1.12932,0.01623,10354534.31871,2000-04-30T08:35:22.611,15021.13162
143.70500,0.40134,-774.25141,395086.31228,3386293.55556,1.12607,0.01675,10358139.24783,2000-04-30T09:35:26.650,15027.84987
143.71499,-0.03861,-765.18975,394915.96523,3386285.68927,1.13456,0.01927,10358243.27734,2000-04-30T09:37:13.809,15024.45615
143.72500,0.46264,-776.71116,395121.09002,3386290.23900,1.13152,0.02073,10471839.00687,2000-05-01T17:10:37.360,15039.27118
143.73500,0.62571,-783.83092,395207.76860,3386287.63211,1.13872,0.01901,10349245.57042,2000-04-30T07:07:20.023,15021.41980
143.74498,0.08533,-760.78243,394989.69613,3386267.40791,1.13508,0.01800,10310018.80630,2000-04-29T20:13:30.335,15014.28121
143.75499,0.18257,-762.32517,394971.16989,3386314.70772,1.14010,0.01870,10316455.07942,2000-04-29T22:00:37.015,15020.13063
143.76498,0.39821,-778.37724,395023.41375,3386329.31158,1.13265,0.01825,10258549.55865,2000-04-29T05:55:46.487,15006.43216
143.77500,0.66078,-781.05230,395163.28628,3386305.61348,1.13150,0.01620,10337655.37371,2000-04-30T03:53:58.397,15021.47758
143.78501,0.80756,-787.19665,395230.96313,3386288.18796,1.12697,0.01562,10426144.94748,2000-05-01T04:28:50.974,15032.72573
143.79501,0.57526,-775.84794,395134.51720,3386297.80217,1.13125,0.01581,10272924.16994,2000-04-29T09:55:13.283,15013.94702
143.80499,0.47696,-777.01763,395083.76747,3386296.05068,1.12412,0.01586,10374681.18029,2000-04-30T14:11:03.837,15030.61081
143.81500,0.60981,-773.63203,395146.89595,3386310.44084,1.12571,0.02200,10387647.48766,2000-04-30T17:47:21.933,15022.83622
143.82500,0.53923,-779.36753,395135.51829,3386293.20736,1.12706,0.01925,10417955.78269,2000-05-01T02:12:30.023,15035.01665
143.83499,0.25698,-772.39024,395021.25925,3386265.54378,1.12402,0.01887,10321914.70130,2000-04-29T23:31:42.935,15018.79523
143.84502,0.80710,-793.73591,395232.33419,3386280.45135,1.12306,0.01869,10256170.40769,2000-04-29T05:15:54.481,15006.64464
143.85501,0.52533,-784.02481,395164.29894,3386258.19902,1.12443,0.01809,10439091.47554,2000-05-01T08:04:40.682,15036.07120
143.86500,0.56153,-781.67941,395106.36866,3386323.75104,1.12762,0.02130,10337006.43054,2000-04-30T03:43:13.075,15018.24095
143.87500,0.46533,-780.21641,395120.44502,3386265.17193,1.12379,0.02024,10404136.34668,2000-04-30T22:21:57.210,15027.47811
143.88501,0.76800,-788.83115,395204.20856,3386287.95081,1.13039,0.02016,10364815.48779,2000-04-30T11:26:47.804,15025.93082
143.89499,0.47201,-785.67377,395147.41637,3386244.79974,1.12506,0.02075,10351320.01188,2000-04-30T07:41:37.334,15025.35238
143.90501,0.86117,-799.00277,395290.20989,3386246.15293,1.13329,0.02089,10401900.45904,2000-04-30T21:44:52.698,15032.43672
143.91501,0.20027,-776.42110,394995.62047,3386265.03141,1.13474,0.01994,10319012.39543,2000-04-29T22:43:27.591,15017.85191
143.92499,0.79297,-797.66146,395271.81104,3386254.27983,1.12997,0.01990,10418729.39425,2000-05-01T02:25:20.441,15036.90504
143.93500,0.42219,-779.23039,395069.13004,3386263.24278,1.12854,0.01995,10540181.66276,2000-05-02T12:09:34.590,15046.69978
143.94500,0.62266,-788.16470,395167.20033,3386258.28866,1.12494,0.01932,10387932.61480,2000-04-30T17:52:03.865,15031.18043
143.95500,0.35994,-776.65593,395028.15645,3386281.28914,1.12801,0.01961,10391874.16056,2000-04-30T18:57:42.851,15023.47119
143.96499,0.55815,-784.86706,395123.05353,3386257.95115,1.12849,0.01936,10511475.61503,2000-05-02T04:11:03.406,15045.76425
143.97502,0.74406,-787.86532,395191.39203,3386280.18917,1.12477,0.01779,10431907.63201,2000-05-01T06:05:04.297,15034.70162
143.98500,0.69927,-779.13837,395172.50751,3386268.96094,1.13071,0.01708,10464273.62901,2000-05-01T15:04:27.809,15041.20727
143.99499,0.47915,-767.39689,395043.00263,3386315.38233,1.12848,0.01792,10340238.80909,2000-04-30T04:37:15.148,15018.63865
144.00501,0.11690,-762.57074,394919.90329,3386297.70131,1.12287,0.01730,10395015.34928,2000-04-30T19:50:05.934,15029.82377
144.01501,0.46264,-768.98959,395070.75151,3386276.92036,1.12591,0.01742,10372764.93619,2000-04-30T13:39:20.577,15025.83670
144.02498,0.27967,-767.74996,394984.25177,3386286.36162,1.13126,0.01833,10365864.62556,2000-04-30T11:44:21.828,15027.09552
144.03501,0.48946,-779.18654,395061.64196,3386272.15637,1.12976,0.01973,10289303.82715,2000-04-29T14:28:14.620,15006.93397
144.04501,0.56605,-785.01149,395132.70455,3386291.79817,1.13365,0.01875,10360834.23601,2000-04-30T10:20:15.573,15028.08659
144.05500,0.25768,-776.69733,394990.81835,3386291.09701,1.13016,0.01876,10382846.11720,2000-04-30T16:27:13.584,15025.92314
144.06501,0.58909,-787.12976,395134.01579,3386245.34622,1.13109,0.01899,10401064.16521,2000-04-30T21:30:51.302,15033.37995
144.07500,0.38481,-779.47221,395042.74292,3386281.46102,1.13080,0.01879,10399019.05111,2000-04-30T20:56:53.944,15027.74042
144.08500,0.25533,-769.19504,394997.71507,3386252.44070,1.13202,0.01646,10388055.43640,2000-04-30T17:54:01.010,15029.96749
144.09501,0.54536,-793.14565,395127.72947,3386281.52204,1.13411,0.01785,10441737.82803,2000-05-01T08:48:50.616,15035.77445
144.10501,0.19061,-774.89404,394986.58157,3386255.25704,1.13893,0.01739,10476447.42208,2000-05-01T18:27:31.144,15040.38582
144.11498,0.32717,-775.90126,395027.93224,3386291.52096,1.12812,0.01932,10398725.92237,2000-04-30T20:51:54.585,15028.88896
144.12500,0.78036,-792.96265,395218.87430,3386274.45973,1.13156,0.02047,10501227.85420,2000-05-02T01:20:19.854,15042.41211
144.13502,0.39948,-766.70352,395068.11761,3386266.98429,1.12237,0.01914,10372483.65544,2000-04-30T13:34:42.427,15025.49934
144.14500,0.09668,-764.38122,394922.13733,3386285.08920,1.12398,0.02030,10351997.50658,2000-04-30T07:53:03.277,15022.74520
144.15500,0.54636,-774.93295,395080.85898,3386291.76145,1.12228,0.01687,10366192.03225,2000-04-30T11:49:45.958,15027.14042
144.16500,0.23195,-759.19150,394962.15503,3386289.16444,1.12846,0.01657,10322825.42150,2000-04-29T23:46:56.213,15015.45115
144.17500,0.33325,-754.31734,394999.11023,3386295.37118,1.12826,0.01526,10425557.55392,2000-05-01T04:19:10.557,15033.87241
144.18500,0.63556,-771.31287,395131.76103,3386288.80001,1.12439,0.01542,10370060.74231,2000-04-30T12:54:12.285,15026.13756
144.19502,-0.00512,-741.61501,394854.40548,3386312.68387,1.13009,0.01517,10382633.94497,2000-04-30T16:23:47.867,15027.81737
144.20502,0.52477,-766.74420,395108.53041,3386266.45786,1.12267,0.01511,10400303.82750,2000-04-30T21:18:17.840,15031.94986
144.21501,0.32304,-754.86331,395004.46791,3386289.45216,1.12679,0.01682,10345652.46110,2000-04-30T06:07:23.300,15023.51963
144.22500,0.43203,-761.38247,395056.37283,3386273.13700,1.12471,0.01595,10353381.61988,2000-04-30T08:16:18.985,15023.39323
144.23500,0.11600,-752.33886,394929.80852,3386273.23818,1.12523,0.01453,10373352.67494,2000-04-30T13:49:09.068,15024.87089
144.24500,0.27239,-760.96290,394973.97833,3386281.92711,1.13389,0.01575,10366267.17819,2000-04-30T11:51:00.912,15025.33004
144.25499,0.49577,-774.79739,395099.84486,3386256.42664,1.12999,0.01559,10328466.86008,2000-04-30T01:21:04.242,15018.67023
144.26501,0.23236,-766.33570,394979.75353,3386294.35758,1.13046,0.01589,10360212.40054,2000-04-30T10:10:06.802,15025.99458
144.27498,0.59650,-771.90661,395135.76368,3386259.42078,1.12864,0.01557,10453631.86229,2000-05-01T12:07:08.525,15037.00640
144.28500,0.34812,-760.28811,395017.34862,3386279.18724,1.12762,0.01547,10299816.37919,2000-04-29T17:23:35.590,15017.78310
144.29502,0.32406,-761.52608,394997.62910,3386305.73944,1.12892,0.01551,10422223.28335,2000-05-01T03:23:45.680,15032.30748
144.30498,0.45625,-765.97133,395071.12017,3386277.20637,1.13138,0.01674,10332839.96923,2000-04-30T02:33:57.291,15018.92387
144.31500,0.44234,-759.22885,395054.99629,3386311.18301,1.13576,0.01349,10378455.93709,2000-04-30T15:14:11.402,15027.22594
144.32499,0.47172,-763.60574,395064.00121,3386296.64629,1.13232,0.01386,10332868.48268,2000-04-30T02:34:23.915,15020.70623
144.33498,0.85223,-786.40794,395226.00247,3386288.15175,1.12569,0.01422,10394124.53037,2000-04-30T19:35:17.645,15028.46486
144.34500,0.30696,-768.38643,395008.29227,3386287.53531,1.12650,0.01495,10282605.38575,2000-04-29T12:36:37.854,15012.14668
144.35498,0.09895,-754.13301,394904.89157,3386301.13921,1.12179,0.01440,10407659.66542,2000-04-30T23:20:53.283,15030.39440
144.36499,0.40126,-765.64418,395061.57446,3386272.05540,1.12465,0.01163,10259533.16066,2000-04-29T06:12:07.514,15010.14459
144.37498,0.41301,-768.55380,395050.88495,3386294.11646,1.12710,0.01313,10356298.11818,2000-04-30T09:04:55.717,15024.56750
144.38499,0.47369,-767.00963,395096.79644,3386285.58151,1.12735,0.01277,10473235.45233,2000-05-01T17:33:56.990,15036.07465
144.39500,0.66971,-768.26266,395127.27148,3386295.66181,1.12498,0.01222,10294479.55727,2000-04-29T15:54:35.581,15016.77425
144.40500,0.61218,-767.44486,395130.50219,3386298.89288,1.12812,0.01271,10317794.37487,2000-04-29T22:23:09.450,15020.03673
144.41502,0.53146,-768.98669,395150.31422,3386290.23454,1.13045,0.01196,10506426.13330,2000-05-02T02:47:19.817,15043.39140
144.42500,0.73186,-785.83339,395200.12915,3386286.51830,1.12461,0.01175,10484448.99794,2000-05-01T20:40:53.619,15041.58271
144.43499,0.37491,-762.49029,395036.17571,3386320.24318,1.13156,0.01377,10412569.98402,2000-05-01T00:42:58.358,15030.12274
144.44500,0.62734,-772.61835,395151.05959,3386297.50512,1.13227,0.01286,10374405.08954,2000-04-30T14:06:46.134,15026.73280
144.45499,0.28690,-753.42398,395007.22186,3386299.20439,1.13156,0.01427,10388973.84848,2000-04-30T18:09:44.664,15028.76518
144.46499,0.81871,-773.26211,395232.68380,3386277.44001,1.13377,0.01349,10526032.24626,2000-05-02T08:13:51.855,15049.01812
144.47501,0.45896,-768.46578,395084.37283,3386300.87408,1.13045,0.01364,10420671.59767,2000-05-01T02:57:55.498,15030.92302
144.48501,0.49509,-766.71091,395101.75811,3386307.97814,1.13136,0.01417,10483420.66435,2000-05-01T20:23:41.015,15040.90728
144.49500,0.40968,-769.78099,395061.55297,3386287.00432,1.12925,0.01550,10289725.20639,2000-04-29T14:35:32.725,15016.53033
144.50501,0.48740,-770.07859,395072.68647,3386319.23678,1.13152,0.01624,10384827.92528,2000-04-30T17:00:35.086,15026.37024
144.51499,0.56778,-779.35588,395125.96581,3386286.19949,1.13293,0.01572,10340371.80399,2000-04-30T04:39:34.097,15021.28364
144.52500,0.28098,-764.88888,394996.59355,3386314.20283,1.13482,0.01585,10455196.25768,2000-05-01T12:33:16.128,15036.64620
144.53502,0.64108,-789.31675,395171.65414,3386298.45056,1.13580,0.01605,10317381.43132,2000-04-29T22:16:20.591,15015.25320
144.54499,0.30274,-771.76653,395040.79497,3386284.91382,1.13623,0.01523,10314263.67701,2000-04-29T21:24:29.759,15016.25613
144.55500,0.52942,-779.91821,395133.68758,3386286.42473,1.13199,0.01430,10354766.67221,2000-04-30T08:39:22.716,15020.05194
144.56498,0.80224,-788.91139,395287.14488,3386267.83650,1.12747,0.01382,10426332.59925,2000-05-01T04:32:03.947,15037.55731
144.57500,0.59375,-782.30513,395165.75146,3386276.48501,1.12606,0.01219,10487857.37060,2000-05-01T21:37:36.198,15043.43439
144.58498,0.53398,-784.77116,395141.44489,3386266.80187,1.12334,0.01209,10345029.50121,2000-04-30T05:57:02.269,15021.97152
144.59500,0.73351,-792.00487,395227.24683,3386285.28876,1.12614,0.01266,10298904.74494,2000-04-29T17:08:25.413,15014.73111
144.60500,0.69690,-786.10285,395227.69112,3386260.18719,1.12843,0.01252,10517107.82910,2000-05-02T05:45:10.110,15048.84980
144.61500,0.38781,-776.44225,395056.18481,3386302.45362,1.12928,0.01383,10367343.83007,2000-04-30T12:08:59.460,15024.34291
144.62501,0.32179,-773.03562,395068.94277,3386279.33593,1.12473,0.01339,10351560.37759,2000-04-30T07:45:56.095,15023.20924
144.63501,0.69070,-785.22187,395222.15625,3386254.91619,1.12357,0.01341,10337603.25268,2000-04-30T03:53:14.295,15023.02712
144.64500,0.40918,-776.54503,395101.75002,3386258.16425,1.12509,0.01374,10378568.16815,2000-04-30T15:16:14.354,15022.60318
144.65500,0.87574,-785.65397,395250.44283,3386304.62535,1.13468,0.01434,10415338.39146,2000-05-01T01:28:55.339,15033.37234
144.66500,0.44871,-771.02145,395115.56497,3386272.62003,1.14376,0.01495,10367175.55759,2000-04-30T12:06:12.386,15024.49567
144.67499,0.61724,-775.50455,395144.39671,3386302.81444,1.13112,0.01696,10401870.47227,2000-04-30T21:44:19.921,15033.38917
144.68500,0.65568,-789.57431,395172.69118,3386290.58188,1.13457,0.01758,10340540.62135,2000-04-30T04:42:21.090,15019.92347
144.69500,0.86644,-800.47593,395286.66677,3386277.87025,1.13613,0.01553,10370519.61783,2000-04-30T13:01:57.717,15023.12852
144.70499,0.47884,-790.54130,395119.69332,3386288.76864,1.13153,0.01524,10361992.07615,2000-04-30T10:39:45.312,15025.47164
144.71500,0.71644,-796.07557,395215.25546,3386278.46496,1.12971,0.01452,10298960.65497,2000-04-29T17:09:17.962,15019.40795
144.72501,0.60191,-790.61930,395175.61704,3386278.68771,1.13009,0.01517,10389392.04855,2000-04-30T18:16:28.582,15024.24737
144.73499,0.60975,-785.16323,395184.64861,3386245.25216,1.13133,0.01473,10368183.45048,2000-04-30T12:23:02.539,15025.52370
144.74500,0.62789,-786.45712,395195.32483,3386249.34393,1.13238,0.01513,10352913.68037,2000-04-30T08:08:34.965,15022.36629
144.75500,0.86175,-793.32683,395227.99254,3386284.40383,1.13030,0.01513,10347881.00716,2000-04-30T06:44:33.761,15024.79538
144.76499,0.73127,-796.83083,395230.52814,3386279.01193,1.12915,0.01486,10354156.21579,2000-04-30T08:29:17.982,15024.45763
144.77499,0.54581,-789.62644,395162.59837,3386264.73599,1.12669,0.01285,10320191.74543,2000-04-29T23:03:02.435,15015.65064
144.78500,0.72281,-798.01088,395197.27176,3386298.42358,1.12715,0.01684,10437789.94219,2000-05-01T07:43:09.442,15039.76333
144.79499,0.67619,-792.76338,395222.80425,3386255.49277,1.13081,0.01764,10346687.37069,2000-04-30T06:24:42.709,15025.62810
144.80499,0.89795,-801.56806,395275.83280,3386300.34732,1.13288,0.01562,10379301.25296,2000-04-30T15:28:20.414,15023.17743
144.81501,0.67181,-797.53712,395210.40262,3386252.70327,1.13567,0.01627,10299682.00882,2000-04-29T17:21:11.489,15015.84963
144.82500,0.46350,-786.85100,395128.44769,3386276.13313,1.13632,0.01614,10308780.37125,2000-04-29T19:52:56.905,15013.83358
144.83500,0.60662,-800.55571,395146.81805,3386288.25883,1.13329,0.01634,10375341.12375,2000-04-30T14:22:17.595,15027.31531
144.84501,0.68259,-802.29779,395236.77541,3386235.81817,1.13361,0.01712,10402982.55950,2000-04-30T22:02:54.677,15030.29148
144.85499,0.69978,-798.23045,395214.24628,3386259.39480,1.13595,0.01581,10444613.26504,2000-05-01T09:36:57.899,15034.91334
144.86500,0.53433,-796.83740,395145.87632,3386245.87107,1.13343,0.01673,10440600.89773,2000-05-01T08:29:55.716,15042.95733
144.87499,0.84270,-806.15339,395253.72159,3386285.85387,1.13149,0.01563,10383926.99181,2000-04-30T16:45:13.464,15026.80825
144.88501,0.83098,-806.46315,395253.50759,3386276.92424,1.13345,0.01703,10328634.99898,2000-04-30T01:23:55.597,15021.27222
144.89498,0.53850,-803.50817,395166.34583,3386282.48708,1.13240,0.01368,10367423.52196,2000-04-30T12:10:09.474,15026.09384
144.90500,0.66701,-807.33687,395196.73160,3386290.56047,1.13141,0.01437,10365471.67488,2000-04-30T11:37:47.207,15018.57001
144.91502,0.87496,-823.25198,395311.66401,3386220.37766,1.13464,0.01436,10304409.80185,2000-04-29T18:39:55.732,15019.90078
144.92501,0.71762,-814.88533,395240.74249,3386246.89160,1.13424,0.01547,10520036.30583,2000-05-02T06:33:50.134,15046.94844
144.93500,0.95849,-823.80305,395324.14385,3386254.60566,1.13550,0.01621,10361055.70459,2000-04-30T10:24:01.624,15022.43880
144.94499,0.65408,-811.77051,395234.67906,3386252.12637,1.13886,0.01486,10353094.42203,2000-04-30T08:11:17.153,15027.18225
144.95499,0.78820,-805.07089,395213.38817,3386309.55253,1.12824,0.01507,10410120.67595,2000-05-01T00:01:47.324,15030.18148
144.96500,0.50979,-800.82417,395179.85106,3386250.05184,1.13123,0.01235,10377126.21752,2000-04-30T14:51:53.458,15025.39574
144.97500,0.68760,-808.06505,395216.50797,3386256.73154,1.13056,0.01294,10300270.43219,2000-04-29T17:30:54.218,15017.68870
144.98500,0.85883,-812.77651,395293.46488,3386260.32797,1.12695,0.01228,10329271.67546,2000-04-30T01:34:23.984,15018.64601
144.99501,0.39331,-797.94986,395091.31246,3386270.59271,1.12736,0.01346,10321768.00878,2000-04-29T23:29:16.852,15021.44911
145.00500,0.50124,-806.51039,395148.05964,3386256.82214,1.12098,0.01264,10279195.91746,2000-04-29T11:39:37.175,15015.10750
145.01501,0.87713,-817.97746,395298.36421,3386257.44665,1.12511,0.01313,10506219.99070,2000-05-02T02:43:26.505,15044.27319
145.02499,0.51994,-800.94082,395143.68295,3386253.12965,1.12363,0.01392,10419137.41361,2000-05-01T02:32:00.318,15033.75588
145.03499,0.63884,-806.50693,395156.78162,3386293.03657,1.12469,0.01500,10288364.79102,2000-04-29T14:12:31.256,15014.93167
145.04499,0.33845,-791.33466,395053.57540,3386294.43674,1.12167,0.01505,10411451.46953,2000-05-01T00:24:02.118,15030.01378
145.05498,0.54611,-805.74744,395156.30775,3386256.15514,1.12319,0.01495,10298840.88060,2000-04-29T17:06:59.677,15019.69410
145.06500,0.55767,-811.35716,395175.36074,3386252.99950,1.12391,0.01640,10305406.60275,2000-04-29T18:56:34.007,15014.11016
145.07501,0.54397,-804.02129,395159.39742,3386252.66142,1.12415,0.01633,10376612.46801,2000-04-30T14:43:17.627,15027.93342
145.08499,0.87005,-817.93806,395290.02698,3386253.72664,1.12619,0.01497,10431589.37860,2000-05-01T05:59:36.999,15033.85449
145.09501,0.66696,-813.46648,395178.93559,3386295.07928,1.12254,0.01570,10452463.87368,2000-05-01T11:47:30.013,15038.47167
145.10499,0.34437,-802.98869,395055.36185,3386285.15183,1.12519,0.01686,10458328.35869,2000-05-01T13:25:16.811,15035.56927
145.11500,0.96452,-832.47158,395372.09629,3386231.36451,1.12040,0.01631,10438417.16824,2000-05-01T07:53:27.644,15038.79037
145.12501,0.31103,-814.45814,395103.91618,3386249.86434,1.11899,0.01644,10387840.60691,2000-04-30T17:50:37.118,15026.06889
145.13500,0.75686,-833.24028,395247.45245,3386264.61507,1.11683,0.01704,10327158.52819,2000-04-30T00:59:10.623,15018.97081
145.14499,0.63171,-827.30038,395216.83184,3386223.44108,1.11349,0.01538,10476976.00134,2000-05-01T18:36:10.503,15043.91938
145.15500,0.28750,-810.15140,395078.89973,3386259.10757,1.10872,0.01509,10413897.52740,2000-05-01T01:04:47.823,15033.24378
145.16501,1.20251,-851.52799,395439.53489,3386238.76581,1.11589,0.01434,10285014.24924,2000-04-29T13:16:43.801,15009.85368
145.17498,0.69706,-836.87645,395286.45381,3386225.65175,1.11795,0.01701,10510548.46075,2000-05-02T03:55:47.697,15048.12730
145.18500,0.61588,-833.64655,395241.17272,3386249.74569,1.12152,0.01632,10430305.07237,2000-05-01T05:38:19.070,15034.55474
145.19500,0.63981,-833.46446,395234.23309,3386237.14659,1.12341,0.01669,10392263.33266,2000-04-30T19:04:13.423,15032.16616
145.20499,1.03708,-850.04004,395405.08352,3386215.15607,1.12010,0.01719,10396264.11001,2000-04-30T20:11:05.591,15028.09891
